_id,date,center_name,attendance_count
26601196,2012-02-20,Ammon Community Center,156
26601197,2012-02-20,Arlington Community Center,79
26601198,2012-02-20,Brookline Community Center,333
26601199,2012-02-20,Magee Community Center,24
26601200,2012-02-20,Jefferson Community Center,50
26601201,2012-02-20,Ormsby Community Center,49
26601202,2012-02-20,Phillips Community Center,29
26601203,2012-02-20,Paulson Community Center,44
26601204,2012-02-19,West Penn Community Center,112
26601205,2012-02-18,West Penn Community Center,94
26601206,2012-02-18,Brookline Community Center,237
26601207,2012-02-18,Ammon Community Center,28
26601208,2012-02-18,Jefferson Community Center,14
26601209,2012-02-18,Magee Community Center,29
26601210,2012-02-18,Ormsby Community Center,1
26601211,2012-02-18,Paulson Community Center,13
26601212,2012-02-17,West Penn Community Center,99
26601213,2012-02-17,Warrington Community Center,74
26601214,2012-02-17,Ammon Community Center,63
26601215,2012-02-17,Arlington Community Center,35
26601216,2012-02-17,Brookline Community Center,118
26601217,2012-02-17,Magee Community Center,37
26601218,2012-02-17,Jefferson Community Center,51
26601219,2012-02-17,Ormsby Community Center,24
26601220,2012-02-17,Paulson Community Center,47
26601221,2012-02-17,Phillips Community Center,41
26601222,2012-02-16,Warrington Community Center,90
26601223,2012-02-16,West Penn Community Center,117
26601224,2012-02-16,Brookline Community Center,187
26601225,2012-02-16,Arlington Community Center,81
26601226,2012-02-16,Ammon Community Center,170
26601227,2012-02-16,Jefferson Community Center,47
26601228,2012-02-16,Magee Community Center,78
26601229,2012-02-16,Ormsby Community Center,45
26601230,2012-02-16,Phillips Community Center,49
26601231,2012-02-16,Paulson Community Center,77
26601232,2012-02-15,West Penn Community Center,75
26601233,2012-02-15,Warrington Community Center,94
26601234,2012-02-15,Ammon Community Center,37
26601235,2012-02-15,Arlington Community Center,59
26601236,2012-02-15,Brookline Community Center,199
26601237,2012-02-15,Magee Community Center,66
26601238,2012-02-15,Jefferson Community Center,41
26601239,2012-02-15,Ormsby Community Center,51
26601240,2012-02-15,Paulson Community Center,25
26601241,2012-02-15,Phillips Community Center,35
26601242,2012-02-14,Warrington Community Center,62
26601243,2012-02-14,West Penn Community Center,47
26601244,2012-02-14,Brookline Community Center,169
26601245,2012-02-14,Arlington Community Center,48
26601246,2012-02-14,Ammon Community Center,316
26601247,2012-02-14,Jefferson Community Center,41
26601248,2012-02-14,Magee Community Center,20
26601249,2012-02-14,Phillips Community Center,42
26601250,2012-02-14,Paulson Community Center,32
26601251,2012-02-13,West Penn Community Center,141
26601252,2012-02-13,Warrington Community Center,90
26601253,2012-02-13,Ammon Community Center,218
26601254,2012-02-13,Arlington Community Center,51
26601255,2012-02-13,Brookline Community Center,197
26601256,2012-02-13,Magee Community Center,41
26601257,2012-02-13,Jefferson Community Center,38
26601258,2012-02-13,Ormsby Community Center,63
26601259,2012-02-13,Paulson Community Center,21
26601260,2012-02-13,Phillips Community Center,23
26601261,2012-02-12,West Penn Community Center,169
26601262,2012-02-11,West Penn Community Center,244
26601263,2012-02-11,Brookline Community Center,214
26601264,2012-02-11,Ammon Community Center,1
26601265,2012-02-11,Jefferson Community Center,8
26601266,2012-02-11,Magee Community Center,11
26601267,2012-02-11,Ormsby Community Center,3
26601268,2012-02-11,Phillips Community Center,32
26601269,2012-02-11,Paulson Community Center,16
26601270,2012-02-10,West Penn Community Center,174
26601271,2012-02-10,Warrington Community Center,35
26601272,2012-02-10,Ammon Community Center,36
26601273,2012-02-10,Arlington Community Center,40
26601274,2012-02-10,Brookline Community Center,101
26601275,2012-02-10,Magee Community Center,28
26601276,2012-02-10,Jefferson Community Center,50
26601277,2012-02-10,Ormsby Community Center,47
26601278,2012-02-10,Paulson Community Center,37
26601279,2012-02-10,Phillips Community Center,35
26601280,2012-02-09,Warrington Community Center,60
26601281,2012-02-09,West Penn Community Center,137
26601282,2012-02-09,Brookline Community Center,211
26601283,2012-02-09,Arlington Community Center,70
26601284,2012-02-09,Ammon Community Center,27
26601285,2012-02-09,Jefferson Community Center,44
26601286,2012-02-09,Magee Community Center,76
26601287,2012-02-09,Ormsby Community Center,142
26601288,2012-02-09,Phillips Community Center,32
26601289,2012-02-09,Paulson Community Center,33
26601290,2012-02-08,West Penn Community Center,82
26601291,2012-02-08,Warrington Community Center,64
26601292,2012-02-08,Ammon Community Center,108
26601293,2012-02-08,Arlington Community Center,45
26601294,2012-02-08,Brookline Community Center,191
26601295,2012-02-08,Magee Community Center,70
26601296,2012-02-08,Jefferson Community Center,31
26601297,2012-02-08,Ormsby Community Center,83
26601298,2012-02-08,Paulson Community Center,59
26601299,2012-02-08,Phillips Community Center,41
26601300,2012-02-07,Warrington Community Center,87
26601301,2012-02-07,West Penn Community Center,39
26601302,2012-02-07,Brookline Community Center,230
26601303,2012-02-07,Arlington Community Center,24
26601304,2012-02-07,Ammon Community Center,190
26601305,2012-02-07,Jefferson Community Center,21
26601306,2012-02-07,Magee Community Center,32
26601307,2012-02-07,Ormsby Community Center,63
26601308,2012-02-07,Phillips Community Center,49
26601309,2012-02-07,Paulson Community Center,17
26601310,2012-02-06,West Penn Community Center,95
26601311,2012-02-06,Warrington Community Center,61
26601312,2012-02-06,Ammon Community Center,107
26601313,2012-02-06,Arlington Community Center,30
26601314,2012-02-06,Brookline Community Center,269
26601315,2012-02-06,Magee Community Center,45
26601316,2012-02-06,Jefferson Community Center,16
26601317,2012-02-06,Ormsby Community Center,64
26601318,2012-02-06,Paulson Community Center,45
26601319,2012-02-06,Phillips Community Center,38
26601320,2012-02-05,West Penn Community Center,96
26601321,2012-02-04,West Penn Community Center,128
26601322,2012-02-04,Brookline Community Center,243
26601323,2012-02-04,Ammon Community Center,24
26601324,2012-02-04,Jefferson Community Center,1
26601325,2012-02-04,Magee Community Center,68
26601326,2012-02-04,Ormsby Community Center,201
26601327,2012-02-04,Paulson Community Center,17
26601328,2012-02-03,West Penn Community Center,77
26601329,2012-02-03,Warrington Community Center,43
26601330,2012-02-03,Ammon Community Center,123
26601331,2012-02-03,Arlington Community Center,39
26601332,2012-02-03,Brookline Community Center,128
26601333,2012-02-03,Magee Community Center,33
26601334,2012-02-03,Jefferson Community Center,15
26601335,2012-02-03,Ormsby Community Center,39
26601336,2012-02-03,Paulson Community Center,63
26601337,2012-02-03,Phillips Community Center,33
26601338,2012-02-02,Warrington Community Center,69
26601339,2012-02-02,West Penn Community Center,133
26601340,2012-02-02,Brookline Community Center,181
26601341,2012-02-02,Arlington Community Center,54
26601342,2012-02-02,Ammon Community Center,29
26601343,2012-02-02,Magee Community Center,57
26601344,2012-02-02,Ormsby Community Center,83
26601345,2012-02-02,Phillips Community Center,25
26601346,2012-02-02,Paulson Community Center,54
26601347,2012-02-01,West Penn Community Center,70
26601348,2012-02-01,Warrington Community Center,66
26601349,2012-02-01,Ammon Community Center,44
26601350,2012-02-01,Arlington Community Center,62
26601351,2012-02-01,Brookline Community Center,351
26601352,2012-02-01,Magee Community Center,53
26601353,2012-02-01,Ormsby Community Center,70
26601354,2012-02-01,Paulson Community Center,20
26601355,2012-02-01,Phillips Community Center,62
26601356,2012-01-31,Warrington Community Center,65
26601357,2012-01-31,West Penn Community Center,43
26601358,2012-01-31,Brookline Community Center,227
26601359,2012-01-31,Arlington Community Center,49
26601360,2012-01-31,Ammon Community Center,40
26601361,2012-01-31,Magee Community Center,26
26601362,2012-01-31,Jefferson Community Center,23
26601363,2012-01-31,Ormsby Community Center,57
26601364,2012-01-31,Phillips Community Center,67
26601365,2012-01-31,Paulson Community Center,46
26601366,2012-01-30,West Penn Community Center,114
26601367,2012-01-30,Warrington Community Center,29
26601368,2012-01-30,Ammon Community Center,134
26601369,2012-01-30,Arlington Community Center,43
26601370,2012-01-30,Brookline Community Center,230
26601371,2012-01-30,Jefferson Community Center,16
26601372,2012-01-30,Magee Community Center,47
26601373,2012-01-30,Ormsby Community Center,76
26601374,2012-01-30,Paulson Community Center,46
26601375,2012-01-30,Phillips Community Center,92
26601376,2012-01-29,West Penn Community Center,6
26601377,2012-01-29,Ormsby Community Center,1
26601378,2012-01-29,Paulson Community Center,19
26601379,2012-01-28,West Penn Community Center,81
26601380,2012-01-28,Brookline Community Center,267
26601381,2012-01-28,Ammon Community Center,110
26601382,2012-01-28,Magee Community Center,219
26601383,2012-01-28,Ormsby Community Center,28
26601384,2012-01-28,Paulson Community Center,22
26601385,2012-01-28,Phillips Community Center,105
26601386,2012-01-27,West Penn Community Center,86
26601387,2012-01-27,Warrington Community Center,74
26601388,2012-01-27,Ammon Community Center,32
26601389,2012-01-27,Arlington Community Center,22
26601390,2012-01-27,Brookline Community Center,136
26601391,2012-01-27,Magee Community Center,30
26601392,2012-01-27,Jefferson Community Center,18
26601393,2012-01-27,Ormsby Community Center,52
26601394,2012-01-27,Phillips Community Center,60
26601395,2012-01-27,Paulson Community Center,19
26601396,2012-01-26,Warrington Community Center,74
26601397,2012-01-26,West Penn Community Center,125
26601398,2012-01-26,Brookline Community Center,241
26601399,2012-01-26,Arlington Community Center,65
26601400,2012-01-26,Ammon Community Center,155
26601401,2012-01-26,Jefferson Community Center,24
26601402,2012-01-26,Magee Community Center,64
26601403,2012-01-26,Ormsby Community Center,78
26601404,2012-01-26,Phillips Community Center,33
26601405,2012-01-25,West Penn Community Center,58
26601406,2012-01-25,Warrington Community Center,82
26601407,2012-01-25,Ammon Community Center,82
26601408,2012-01-25,Arlington Community Center,54
26601409,2012-01-25,Brookline Community Center,243
26601410,2012-01-25,Magee Community Center,29
26601411,2012-01-25,Jefferson Community Center,16
26601412,2012-01-25,Ormsby Community Center,84
26601413,2012-01-25,Phillips Community Center,42
26601414,2012-01-25,Paulson Community Center,4
26601415,2012-01-24,Warrington Community Center,102
26601416,2012-01-24,West Penn Community Center,47
26601417,2012-01-24,Brookline Community Center,217
26601418,2012-01-24,Arlington Community Center,44
26601419,2012-01-24,Ammon Community Center,173
26601420,2012-01-24,Jefferson Community Center,18
26601421,2012-01-24,Magee Community Center,39
26601422,2012-01-24,Ormsby Community Center,187
26601423,2012-01-24,Paulson Community Center,46
26601424,2012-01-24,Phillips Community Center,49
26601425,2012-01-23,West Penn Community Center,107
26601426,2012-01-23,Warrington Community Center,70
26601427,2012-01-23,Ammon Community Center,58
26601428,2012-01-23,Arlington Community Center,55
26601429,2012-01-23,Brookline Community Center,329
26601430,2012-01-23,Magee Community Center,86
26601431,2012-01-23,Jefferson Community Center,18
26601432,2012-01-23,Ormsby Community Center,90
26601433,2012-01-23,Phillips Community Center,7
26601434,2012-01-23,Paulson Community Center,30
26601435,2012-01-22,West Penn Community Center,9
26601436,2012-01-22,Magee Community Center,118
26601437,2012-01-21,Brookline Community Center,65
26601438,2012-01-21,Jefferson Community Center,2
26601439,2012-01-21,Paulson Community Center,15
26601440,2012-01-20,West Penn Community Center,54
26601441,2012-01-20,Warrington Community Center,47
26601442,2012-01-20,Brookline Community Center,76
26601443,2012-01-20,Arlington Community Center,25
26601444,2012-01-20,Ammon Community Center,31
26601445,2012-01-20,Magee Community Center,45
26601446,2012-01-20,Ormsby Community Center,23
26601447,2012-01-20,Paulson Community Center,36
26601448,2012-01-20,Phillips Community Center,35
26601449,2012-01-19,Warrington Community Center,55
26601450,2012-01-19,West Penn Community Center,109
26601451,2012-01-19,Ammon Community Center,137
26601452,2012-01-19,Arlington Community Center,112
26601453,2012-01-19,Brookline Community Center,204
26601454,2012-01-19,Magee Community Center,52
26601455,2012-01-19,Jefferson Community Center,13
26601456,2012-01-19,Ormsby Community Center,37
26601457,2012-01-19,Phillips Community Center,39
26601458,2012-01-19,Paulson Community Center,28
26601459,2012-01-18,West Penn Community Center,76
26601460,2012-01-18,Warrington Community Center,75
26601461,2012-01-18,Brookline Community Center,209
26601462,2012-01-18,Arlington Community Center,66
26601463,2012-01-18,Ammon Community Center,111
26601464,2012-01-18,Jefferson Community Center,12
26601465,2012-01-18,Magee Community Center,64
26601466,2012-01-18,Ormsby Community Center,77
26601467,2012-01-18,Paulson Community Center,57
26601468,2012-01-18,Phillips Community Center,52
26601469,2012-01-17,Warrington Community Center,114
26601470,2012-01-17,West Penn Community Center,82
26601471,2012-01-17,Ammon Community Center,173
26601472,2012-01-17,Arlington Community Center,43
26601473,2012-01-17,Brookline Community Center,205
26601474,2012-01-17,Magee Community Center,54
26601475,2012-01-17,Jefferson Community Center,14
26601476,2012-01-17,Ormsby Community Center,89
26601477,2012-01-17,Phillips Community Center,70
26601478,2012-01-17,Paulson Community Center,54
26601479,2012-01-15,West Penn Community Center,10
26601480,2012-01-15,Ormsby Community Center,6
26601481,2012-01-14,West Penn Community Center,22
26601482,2012-01-14,Brookline Community Center,295
26601483,2012-01-14,Jefferson Community Center,7
26601484,2012-01-14,Magee Community Center,151
